id,metadata,first_sentence,moves
80,"McPhee, D.M.a , Sears, G.J.b , Wiesner, W.H.c  Independent and joint effects of personality on intentions to become an active participant in local union activities in Canada (2014) Journal of Psychology: Interdisciplinary and Applied, 148 (2), pp. 145-159.","Drawing on the theory of planned behavior (TPB), this field study (N = 282) investigates the impact of two focal personality traits, extraversion and conscientiousness, on employees attitudes and intentions to actively participate in their local union.",<2> <2> <4> <4> <5> <5> <5>
81,"Pickett, J.T.a , Chiricos, T.b , Gertz, M.b  The racial foundations of whites' support for child saving (2014) Social Science Research, 44, pp. 44-59.",Scholars emphasize that attitudes toward rehabilitation and views about punitive polices are distinct phenomena with seemingly unique etiologies.,<1> <1> <1> <2> <4> <4> <4> <4>
82,"Schmid, R.F.a , Bernard, R.M.a , Borokhovski, E.a , Tamim, R.M.b , Abrami, P.C.a , Surkes, M.A.a , Wade, C.A.a , Woods, J.a  The effects of technology use in postsecondary education: A meta-analysis of classroom applications (2014) Computers and Education, 72, pp. 271-291.",This meta-analysis is a study of the experimental literature of technology use in postsecondary education from 1990 up to 2010 exclusive of studies of online or distance education previously reviewed by Bernard et al.,<1> <1> <1> <3> <3> <3> <3> <3> <3> <4> <5> <5> <5> <5>
83,"Wan, C.a  b , Shen, G.Q.a , Yu, A.a  The moderating effect of perceived policy effectiveness on recycling intention (2014) Journal of Environmental Psychology, 37, pp. 55-60.","Currently, recycling is one of the main strategies to reduce the reliance on landfills in Hong Kong, where its landfills will reach their full capacities by the end of the 2010s.",<1> <1> <4> <4> <4> <4>
84,"Hattab, H.W. Impact of Entrepreneurship Education on Entrepreneurial Intentions of University Students in Egypt (2014) Journal of Entrepreneurship, 23 (1), pp. 1-18.",The main objective of the study was to investigate the impact of entrepreneurship education on the entrepreneurial intentions of university students to start a new venture using Linen's model.,<2> <3> <4> <4> <4> <4>
85,"Adida, C.L.a , Laitin, D.D.b , Valfort, M.-A.c  Women, muslim immigrants, and economic integration in france (2014) Economics and Politics, 26 (1), pp. 79-95.",Muslim immigrants to Europe display distinctive attitudes toward women in a wide range of survey data.,<1> <2> <3> <3> <4> <4> <4>
86,"Ohri-Vachaspati, P. Parental perception of the nutritional quality of school meals and its association with students' school lunch participation (2014) Appetite, 74, pp. 44-47.",This study explores the association between parental perception of the nutritional quality of school meals and whether students eat lunch served at school.,<2> <3> <3> <4> <4> <4> <4>
87,"Braunsberger, K. The impact of animal welfare advertising on opposition to the canadian seal hunt and willingness to boycott the Canadian Seafood Industry (2014) Anthrozoos, 27 (1), pp. 111-125.","The purpose of this research was to measure and compare the initial and carryover effects of a video advertisement developed by an animal welfare organization, namely Harpseals.org.",<2> <1> <3> <3> <4> <4> <4> <4>
88,"Park, J.a , Ha, S.b  Understanding Consumer Recycling Behavior: Combining the Theory of Planned Behavior and the Norm Activation Model (2014) Family and Consumer Sciences Research Journal, 42 (3), pp. 278-291.",This study proposed and tested a comprehensive model of the intention to recycle in which the norm activation model and the theory of planned behavior were combined.,<2> <3> <3> <3> <3> <4> <4> <4> <4> <4>
89,"Zhang, Q.F. Transgender Representation by the People's Daily Since 1949 (2014) Sexuality and Culture, 18 (1), pp. 180-195.","With a focus on Chinese literature of the dynastic period, previous studies on transgender representation in China demonstrated a dichotomy between the attitude of the uppermost class and that of the general public.",<1> <1> <1> <2> <2> <2>
90,"Goedde-Menke, M., Langer, T., Pfingsten, A. Impact of the financial crisis on bank run risk - Danger of the days after (2014) Journal of Banking and Finance, 40 (1), pp. 522-533.","We examine the developments of depositor knowledge, attitudes, and behavior throughout the recent financial crisis and discuss their impact on bank run risk.",<2> <3> <3> <3> <3> <4> <4> <4>
91,"Lee, S., Cho, S., Lee, J.-H. Approach-avoidance pattern of visual attention in hazardous drinkers with ambivalence (2014) Addictive Behaviors, 39 (3), pp. 669-676.",Ambivalence toward alcohol often develops when hazardous drinkers try to quit or to control their drinking.,<1> <2> <3> <3> <4> <4> <4> <5> <5> <5> <5>
92,"Booth, A.b , Cardona-Sosa, L.c , Nolen, P.a  Gender differences in risk aversion: Do single-sex environments affect their development? (2014) Journal of Economic Behavior and Organization, 99, pp. 126-154.",Single-sex classes within coeducational environments are likely to modify students' risk-taking attitudes in economically important ways.,<1> <2> <3> <3> <4> <4> <4> <4> <4> <4>
93,"Djupe, P.A.a , Sokhey, A.E.b  The Distribution and Determinants of Socially Supplied Political Expertise (2014) American Politics Research, 42 (2), pp. 199-225.","Recent work on social influence has highlighted the importance of socially supplied political expertise, crediting it with strengthening attitudes, resolving ambivalence, and encouraging political participation.",<1> <1> <1> <4> <4> <4>
94,"Pedersen, L.B.a  b , Riise, J.c , Hole, A.R.d , Gyrd-Hansen, D.a  e  GPs' shifting agencies in choice of treatment (2014) Applied Economics, 46 (7), pp. 750-761.","Earlier studies have shown that general practitioners' (GPs) prescription choices are influenced by effect, patient costs and costs to society, patient attitude and own experience.",<1> <2> <3> <3> <4> <4> <5> <5> <5> <5>
95,"Xu, Q.a , Sundar, S.S.b  c  Lights, Camera, Music, Interaction! Interactive Persuasion in E-commerce (2014) Communication Research, 41 (2), pp. 282-308.","Heightened interactivity and excitement characterize much of our online browsing, especially when it involves shopping on e-commerce websites.",<1> <1> <1> <4> <4> <4> <4> <4>
96,"Boerman, S.C., van Reijmersdal, E.A., Neijens, P.C. Effects of sponsorship disclosure timing on the processing of sponsored content: A study on the effectiveness of european disclosure regulations (2014) Psychology and Marketing, 31 (3), pp. 214-224.","This study investigates whether the timing of sponsorship disclosure affects viewers' processing of sponsored content, and whether a disclosure influences the persuasive effect of the sponsored content.",<2> <2> <6> <6> <4> <4> <4> <4> <5> <5> <5> <5>
97,"McClelland, A., Khanam, S., Furnham, A. Cultural and age differences in beliefs about depression: British Bangladeshis vs. British Whites (2014) Mental Health, Religion and Culture, 17 (3), pp. 225-238.",This study examines beliefs about depression as a function of ethnic background (British Bangladeshis vs.,<2> <2> <3> <4> <4> <4> <4> <4> <5> <5> <5> <5>
98,"Wu, Y. Race/ethnicity and perceptions of the police: A comparison of White, Black, Asian and Hispanic Americans (2014) Policing and Society, 24 (2), pp. 135-157.",This study extends the dominant Black-White paradigm in assessing public perceptions of the police by including Hispanic and Asian Americans.,<2> <2> <4> <4> <4> <4> <4> <4> <4>
99,"Miller, E.a , Das, M.b , Tancredi, D.J.c , McCauley, H.L.a , Virata, M.C.D.a , Nettiksimmons, J.d , O'Connor, B.e , Ghosh, S.b , Verma, R.b  Evaluation of a Gender-Based Violence Prevention Program for Student Athletes in Mumbai, India (2014) Journal of Interpersonal Violence, 29 (4), pp. 758-778.","Gender-based violence, which includes sexual and intimate partner violence against women, is prevalent worldwide, prompting calls for primary prevention programs which engage men and boys in changing social norms that condone violence against women.",<1> <1> <1> <1> <3> <4> <4> <4> <4> <4>
100,"Petschnig, M., Heidenreich, S., Spieth, P. Innovative alternatives take action - Investigating determinants of alternative fuel vehicle adoption (2014) Transportation Research Part A: Policy and Practice, 61, pp. 68-83.",Alternative fuel vehicles (AFVs) as environmentally friendly alternatives to conventional internal combustion engines have gained increasing attention in general public.,<1> <1> <2> <6> <6> <5> <5> <5> <5>
101,"Gerards, R.a , de Grip, A.b , Witlox, M.c  'Employability-miles' and worker employability awareness (2014) Applied Economics, 46 (9), pp. 952-965.",This article studies the use and impact of a ('Employability-miles') voucher scheme.,<2> <2> <4> <4> <4> <4> <4> <4> <4> <5> <5> <5> <5>
102,"Ross, L.T., Brinson, M.K., Ross, T.P. Parenting influences on bicycle helmet rules and estimations of children's helmet use (2014) Journal of Psychology: Interdisciplinary and Applied, 148 (2), pp. 197-213.",The present study examined the potential relationship between parenting variables and estimations of children's bicycle helmet use.,<2> <3> <4> <4> <4> <4> <4> <5> <5> <5>
103,"Doherty, N.F. The role of socio-technical principles in leveraging meaningful benefits from IT investments (2014) Applied Ergonomics, 45 (2 PA), pp. 181-187.","In recent years there has been a great deal of academic and practitioner interest in the role of 'benefits realisation management' [BRM] approaches, as a means of proactively leveraging value from IT investments.",<1> <1> <2> <4> <4> <4>
104,"Hutter, K.a , Hoffmann, S.b  Surprise, Surprise. Ambient Media as Promotion Tool for Retailers (2014) Journal of Retailing, 90 (1), pp. 93-110.",Ambient media evoke surprise with the aim of gaining the attention of consumers who are overexposed to traditional types of advertising.,<1> <1> <2> <3> <4> <4> <4> <4> <5> <5> <5>
105,"Pan, P.-L. Toward an Integrated Model of Purchase Intention of Dietary Supplements in Sexually Oriented Advertising (2014) Journal of Food Products Marketing, 20 (2), pp. 132-145.",This study was designed to examine antecedent factors that yielded a model of purchase intention of dietary supplements in sexually oriented advertising.,<2> <4> <4> <4> <4> <4> <4>
106,"Bond, M.H.a , Lun, V.M.C.b  Citizen-making: The role of national goals for socializing children (2014) Social Science Research, 44, pp. 75-85.","The ecological, political, religious and economic constraints and opportunities characterizing a nation crystallize to set the agenda for socializing children, its future citizens.",<1> <1> <2> <2> <4> <4> <4> <4>
107,"van der Veen, R.a , Song, H.b  Impact of the Perceived Image of Celebrity Endorsers on Tourists' Intentions to Visit (2014) Journal of Travel Research, 53 (2), pp. 211-224.","The purpose of this study is to empirically assess the mediating effects of the impact of the perceived image of celebrity endorsers on tourists' intentions to visit, using celebrity-endorsed print advertisements for travel destinations.",<2> <4> <4> <4> <4>
108,"Yang, K.-H. The WebQuest model effects on mathematics curriculum learning in elementary school students (2014) Computers and Education, 72, pp. 158-166.","Since its inception in 1995, the WebQuest instructional model has received substantial attention from educators who have applied it to teaching activities.",<1> <1> <1> <2> <2> <3> <3> <3> <4> <4> <5> <5> <5> <5>
109,"Chur-Hansen, A.a , McArthur, M.b , Winefield, H.a , Hanieh, E.c , Hazel, S.b  Animal-assisted interventions in children's hospitals: A critical review of the literature (2014) Anthrozoos, 27 (1), pp. 5-18.",There is a perception in the scientific and general communities that hospitalized children benefit from visits by animals.,<1> <1> <1> <1> <1> <2> <2> <2> <4> <4> <4> <4>
110,"Hong, T. Examining the Role of Exposure to Incongruent Messages on the Effect of Message Framing in an Internet Health Search (2014) Communication Research, 41 (2), pp. 159-179.",This study examines the effects of exposure to messages incongruent with one's motivational orientation.,<2> <3> <3> <4> <4> <4> <4> <4>
111,"Rupp, D.E.a , Shao, R.b , Jones, K.S.c , Liao, H.d  The utility of a multifoci approach to the study of organizational justice: A meta-analytic investigation into the consideration of normative rules, moral accountability, bandwidth-fidelity, and social exchange (2014) Organizational Behavior and Human Decision Processes, 123 (2), pp. 159-185.","Multifoci justice pulls from research on social exchange theory to argue that despite the proliferation of rule sets in the literature (often referred to as the ""types"" of justice), individuals seek to hold some party accountable for the violation/upholding of such rules, and it is these parties (e.g., supervisors, the organization as a whole) that are most likely to be the recipients of attitudes and behaviors (i.e., target similarity effects).",<1> <1> <1> <1> <1>
112,"Noblet, C.L.a , ThÃ¸gersen, J.b , Teisl, M.F.a  Who attempts to drive less in New England? (2014) Transportation Research Part F: Traffic Psychology and Behaviour, 23, pp. 69-80.","Transport policy often aims to change the modal split and/or reduce driving by means of both structural and psychological interventions, often referred to as 'hard' and 'soft' policy, respectively.",<2> <2> <3> <3> <4> <4> <4> <4> <4> <4>
113,"Bellman, S.a , Kemp, A.a  c , Haddad, H.a  d , Varan, D.a  b  The effectiveness of advergames compared to television commercials and interactive commercials featuring advergames (2014) Computers in Human Behavior, 32, pp. 276-283.","Advergames played on computers can be persuasive forms of advertising, especially when players are highly involved or experience telepresence (""being there"" in the game).",<1> <1> <1> <2> <4> <5> <5> <5> <5>
114,"Seekings, J. The Social and Political Implications of Demographic Change in Post-Apartheid South Africa (2014) Annals of the American Academy of Political and Social Science, 652 (1), pp. 70-86.",The cohort of young people born between the early 1980s and early 1990s consitute a demographic bulge in the South African population.,<1> <1> <1> <4> <4> <4> <4> <4>
115,"MacInnis, C.C., MacLean, M.H., Hodson, G. Does ""humanization"" of the preborn explain why conservatives (vs. liberals) oppose abortionÎ± (2014) Personality and Individual Differences, 59, pp. 77-82.",Those on the political right (vs.,<1> <1> <2> <2> <2> <2> <4> <4> <4> <4> <4>
116,"Brown, P.C.a , Dunn, M.E.b , Budney, A.J.c  Development and Initial Evaluation of a Web-Based Program to Increase Parental Awareness and Monitoring of Underage Alcohol Use: A Brief Report (2014) Journal of Child and Adolescent Substance Abuse, 23 (2), pp. 109-115.",The development of a Web-based parent-focused intervention to improve parental awareness and monitoring of adolescent alcohol use was preliminarily evaluated.,<1> <3> <4> <4> <4> <4> <4> <5> <5> <5>
117,"Hickey, T.M.a , Lewis, G.b , Baker, C.b  How deep is your immersion? Policy and practice in Welsh-medium preschools with children from different language backgrounds (2014) International Journal of Bilingual Education and Bilingualism, 17 (2), pp. 215-234.",A challenge noted in a number of endangered language contexts is the need to mix second-language (L2) learners of the target language with first-language (L1) speakers of that language in a less planned way than is found in the two-way immersion approach.,<1> <1> <1> <2> <2> <3> <3> <4> <4> <4>
118,"Mathieu, C.a , Neumann, C.S.c , Hare, R.D.b , Babiak, P.d  A dark side of leadership: Corporate psychopathy and its influence on employee well-being and job satisfaction (2014) Personality and Individual Differences, 59, pp. 83-88.","Although psychopathy often is considered the most toxic of the ""types"" that make up the Dark Triad of personality (psychopathy, narcissism, Machiavellianism), its role in organizational leadership is the least explored.",<1> <1> <3> <3> <3> <4> <4> <4>
119,"Ma, L.a , Feng, S.a , Reidsma, P.b , Qu, F.a , Heerink, N.c  Identifying entry points to improve fertilizer use efficiency in Taihu Basin, China (2014) Land Use Policy, 37, pp. 52-59. Cited 1 time.",Overuse of fertilizers in China causes environmental problems and high costs for farmers.,<1> <2> <3> <3> <3> <4> <4> <4> <4> <4> <4> <4>
120,"Hedlund, F.H.a  b  The relationship between the implementation of voluntary Five-Star occupational health and safety management system and the incidence of fatal and permanently disabling injury (2014) Safety Science, 63, pp. 94-103.","This paper examines two properties of the South African NOSA 5-Star System, a voluntary occupational health and safety (OHS) management system.",<2> <1> <1> <1> <2> <5> <6> <6> <4> <4> <4> <6> <6> <6> <6>
121,"Cooper, W.W.a , Kingyens, A.T.b , Paradi, J.C.b  Two-stage financial risk tolerance assessment using data envelopment analysis (2014) European Journal of Operational Research, 233 (1), pp. 273-280.","Typical questionnaires administered by financial advisors to assess financial risk tolerance mostly contain stereotypes of people, have seemingly unscientific scoring approaches and often treat risk as a one-dimensional concept.",<1> <6> <3> <3> <4> <4> <4> <4> <4> <4> <4> <4>
122,"Morales, S.C., VÃ©liz, C.V., Garrido, C.A., Maureira Cid, F. Perception of the students of physical education of the UISEK of Chile towards his teachers [PercepciÃ³n de los estudiantes de educaciÃ³n fÃ­sica de la UISEK de Chile hacia sus profesores] (2014) Cuadernos de Psicologia del Deporte, 14 (1), pp. 23-28.",The present article shows which is the perception that there have the students of the career of physical education of the UISEK of Chile towards the teachers of different areas of his degree.,<2> <3> <3> <4> <4> <4> <4> <4> <4>
123,"Saudabayeva, G.a , Alnazarova, G.b , Aitbayeva, M.b  Activation and formation of motivation exercise (2014) World Applied Sciences Journal, 29 (9), pp. 1187-1190.","Efficiency of the educational process, as a bilateral process crucially depends on the activity level of educational-cognitive activity of students.",<1> <1> <1> <6> <6> <6> <5> <5> <5>
124,"Thirunavukkarasu, S. Web based learning emerging trend-enhancements with pedagogical attributes (2014) World Applied Sciences Journal, 29 (9), pp. 1152-1155.","The world itself is moving its path in the innovations, Learning has been made ease with of E-Learning.",<1> <1> <1> <1> <1> <1> <1> <1> <1> <2> <2> <2> <2>
125,"Blas, N.D.a , Ferrari, L.b  Digital storytelling at school: What kind of educational benefits? (2014) International Journal of Arts and Technology, 7 (1), pp. 38-54.","In this paper, we investigate the potential of digital storytelling in the context of formal education for fostering substantial educational benefits.",<2> <3> <4> <5> <5> <5>
126,"Scharlach, A.E.a , Davitt, J.K.b , Lehning, A.J.b , Greenfield, E.A.c , Graham, C.L.d  Does the Village Model Help to Foster Age-Friendly Communities? (2014) Journal of Aging and Social Policy, 26 (1-2), pp. 181-196.","This article explores the potential role of the Village model, a social initiative that emphasizes member involvement and service access, in helping communities to become more age-friendly.",<2> <3> <3> <4> <4> <4>
127,"Ãekin, A. The fifth and sixth grades secondary school student's opinions about the participation to the religion culture and ethics course [Ortaokul beÅinci ve altinci sinif Ã¶Ç§rencilerinin din kÃ¼ltÃ¼rÃ¼ ve ahlak bilgisi dersine katilima iliÅkin gÃ¶rÃ¼Åleri] (2014) Milli Egitim, 1 (201), pp. 203-214.","During the educational period, students participate in various instructional activities in order to gain appropriate knowledge and skills.",<1> <1> <2> <3> <3> <3> <3> <3> <4>
128,"Brain, R.G.a , Hostetler, M.E.b , Irani, T.A.c  Why do cattle ranchers participate in conservation easement agreements? Key motivators in decision making (2014) Agroecology and Sustainable Food Systems, 38 (3), pp. 299-316.","When communicating with farmers and ranchers, land conservation professionals would be better equipped if they understood key influences on their target audience's decisions to permanently preserve their land from development.",<1> <2> <2> <3> <3> <3> <3> <4> <5> <5> <5>
129,"Kerbler, B. Attitudes of the elderly towards a remote home care [staliÅ¡Äa starejÅ¡ih do oskrbe na domu na daljavo] (2014) Dela, 39, pp. 87-106.",The findings of various authors suggest that elderly people have mostly negative attitudes towards a remote home care.,<2> <3> <4> <4> <4>
130,"SaÃ¼ch, G., CastaÃ±er, M. Observing motor behaviour patterns in exercise programmes for the elderly and an analysis of user views [ObservaciÃ³n de patrones motrices generados por los programas de actividad fÃ­sica para la tercera edad y la percepciÃ³n de sus usuarios] (2014) Revista de Psicologia del Deporte, 23 (1), pp. 181-190.",Exercise programmes for the elderly have become one of the main ways through which physical and psychological health can be maintained during the aging process.,<1> <2> <2> <3> <3> <4>
131,"Yuvaraj, M. Examining librarians' behavioural intention to use cloud computing applications in Indian central universities (2014) Annals of Library and Information Studies, 60 (4), pp. 260-268.",The paper analyses the Technology Acceptance Model (TAM) in order to examine the librarians' behavioural intentions to use cloud computing applications.,<2> <3> <3> <4> <5> <5>
132,"Goh, S.-K.a , Sandhu, M.-S.b  The influence of trust on knowledge donating and collecting: An examination of Malaysian Universities (2014) International Education Studies, 7 (2), pp. 125-136.",The purpose of this research is to examine the influence of affect-based trust and cognition-based trust on knowledge sharing behaviour by adopting the theory of planned behaviour in selected universities in Malaysia.,<2> <3> <3> <4> <4> <4> <4> <4>
133,"Asiyai, R.I. Assessment of information and communication technology integration in teaching and learning in institutions of higher learning (2014) International Education Studies, 7 (2), pp. 25-36.","Employing survey research design of the ex-post facto type, this study examined information and community technologies integration in teaching and learning in institutions of higher learning in Delta State, Nigeria.",<2> <3> <3> <3> <4> <4> <4> <4> <5> <5> <5>
134,"De Gee, J.W.a , Knapen, T.a  b , Donner, T.H.a  c  d  Decision-related pupil dilation reflects upcoming choice and individual bias (2014) Proceedings of the National Academy of Sciences of the United States of America, 111 (5), pp. E618-E625.",A number of studies have shown that pupil size increases transiently during effortful decisions.,<1> <1> <1> <2> <3> <3> <4> <4> <4> <4> <5> <5>
135,"Ãzkirimli, U. Gezi and the Kurds in Turkey: Some reflections on the future of the peace process (2014) Orient, 55 (1), pp. 37-41.","Much ink has been spilled in explaining the Gezi protests in the media, both domestic and international, most of it based on hasty analogies and banal platitudes, speaking of a ""Turkish Spring"" or portraying the events as the latest manifestation of the global occupy movement.",<1> <1> <2>
136,"Delisle, P. The catholic clergy in the service of the plantation economy? The case of Guyana after the abolition of slavery (1848-1854) [Un clergÃ© catholique au service de l'Ã©conomie de plantation ? Le cas de la Guyane aprÃ¨s l'abolition de l'esclavage (1848-1854)] (2014) Outre-Mers, 380-381, pp. 91-104.","In French Guyane, after the abolition of slavery, settlers and administration hoped that the catholic clergy could help them to maintain freed slaves in the plantations.",<1> <1> <1> <1> <1>
137,"Boufoy-Bastick, B. Culturometrics: A constructionist philosophy for humanistic inquiry in qualitative identity research (2014) Qualitative Report, 19 (5), art. no. 9, .",Culturometrics is a new person-centred research philosophy that has shaped new tools for measuring and revealing the subjectivities of cultural identities.,<1> <1> <1> <2> <2> <2> <2> <2>
138,"Angermeyer, M.C.a , Matschinger, H.b , Link, B.G.c , Schomerus, G.d  Public attitudes regarding individual and structural discrimination: Two sides of the same coin? (2014) Social Science and Medicine, 103, pp. 60-66.",Public attitudes and beliefs are relevant to both individual and structural discrimination.,<1> <1> <1> <1> <1> <2> <1> <1> <1> <1> <3> <4> <4> <4> <4> <4> <4> <4> <4>
139,"Liu, J.H.a , Sibley, C.G.b , Huang, L.-L.c  History Matters: Effects of Culture-specific Symbols on Political Attitudes and Intergroup Relations (2014) Political Psychology, 35 (1), pp. 57-79.","A theory of the historical anchoring and mobilization of political attitudes is proposed, arguing that culture-specific symbols, configured by historical charters, are an important resource in defining nationhood and legitimizing public opinion in a way that makes some political attitudes difficult to change.",<1> <3> <4> <4> <4> <4> <4>
140,"Ashley, G.a , Ramirez, O.a , Cort, M.b  Attitudes toward sexual abstinence among Black Seventh-Day Adventist college students (2013) Christian Higher Education, 12 (5), pp. 349-362.",Extrinsic Social and Quest Orientations displayed no linkages with Hindu religious commitments and predicted psychological maladjustment.,<4> <4> <4> <4> <4> <4> <4> <4>
141,"MÃ¸ller, M., Haustein, S. Peer influence on speeding behaviour among male drivers aged 18 and 28 (2014) Accident Analysis and Prevention, 64, pp. 92-99.","Among girls, the presence of tiny figures and a general negative impression of the drawings were evident in detecting problematic eating attitudes and body perceptions; the presence of tiny figures was negatively associated with the perception of current self-figure weight, the peer ideal-weight body figure, and the teacher's perception of the child's weight.",<4> <4> <4> <4> <4> <4> <4> <5> <5> <5>
142,"Hashimzade, N.a , Myles, G.D.b  c , Page, F.d , Rablen, M.D.e  Social networks and occupational choice: The endogenous formation of attitudes and beliefs about tax compliance (2014) Journal of Economic Psychology, 40, pp. 134-146. Cited 1 time.",The paper analyses the emergence of group-specific attitudes and beliefs about tax compliance when individuals interact in a social network.,<2> <3> <4> <4> <4> <4> <4> <4> <4> <4>
143,"Brantley-Hill, S.M., Brinthaupt, T.M. Perceptions of Affectionate Communication Among People with Unfavorable and Favorable Attitudes Toward Homosexuality (2014) Journal of Homosexuality, 61 (2), pp. 270-287.",People are sometimes hesitant to communicate affection if it might be misinterpreted by the intended receiver or an audience.,<1> <3> <4> <4> <4> <5> <5> <5>
144,"Park, J.a , Jeong Kim, H.a , McCleary, K.W.b  The Impact of Top Management's Environmental Attitudes on Hotel Companies' Environmental Management (2014) Journal of Hospitality and Tourism Research, 38 (1), pp. 95-115.",This study integrates the environmental attitude-behavior theory and the upper echelons theory to examine hotel companies' environmental behavior.,<2> <3> <3> <3> <4> <4> <4> <5> <5> <5>
145,"Worthen, M.G.F. The Interactive Impacts of High School Gay-Straight Alliances (GSAs) on College Student Attitudes Toward LGBT Individuals: An Investigation of High School Characteristics (2014) Journal of Homosexuality, 61 (2), pp. 217-250.","Although gay-straight alliances (GSAs) are becoming more popular in high schools across the U.S., empirical studies investigating GSAs and their impact are sparse.",<1> <1> <1> <4> <4> <4> <4>
146,"Berry, T.R.a , Shields, C.b  Source attribution and credibility of health and appearance exercise advertisements: Relationship with implicit and explicit attitudes and intentions (2014) Journal of Health Psychology, 19 (2), pp. 242-252.",The relationship of attributed source (commercial or nonprofit) and credibility of exercise advertisements to explicit and implicit exercise-related attitudes and intentions was examined.,<2> <3> <3> <3> <4> <5> <5> <5>
147,"Lin, C.-P.a , Chen, W.b , Yang, S.-J.c , Xie, W.b , Lin, C.-C.d  Exploring students' learning effectiveness and attitude in Group Scribbles-supported collaborative reading activities: A study in the primary classroom (2014) Journal of Computer Assisted Learning, 30 (1), pp. 68-81.",Improving students' reading comprehension is of significance.,<1> <2> <2> <3> <4> <4> <4> <5> <5> <5>
148,"Sulemana, I., James Jr., H.S. Farmer identity, ethical attitudes and environmental practices (2014) Ecological Economics, 98, pp. 49-61.",There is increasing concern for environmental degradation caused by agricultural activity.,<1> <1> <2> <1> <2> <3> <4> <4> <4>
149,"Martin, W.C., Bateman, C.R. Consumer religious commitment's influence on ecocentric attitudes and behavior (2014) Journal of Business Research, 67 (2), pp. 5-11. Cited 1 time.","A host of environmental issues are now of concern to many consumers, though efforts by marketing practitioners, researchers, and public policy officials to affect behavioral change among consumers have been marginal.",<1> <1> <2> <4> <4> <4> <4> <5> <5> <5> <5>
150,"Aghababaei, N.a , Wasserman, J.A.b , Hatami, J.c  Personality Factors and Attitudes Toward Euthanasia in Iran: Implications for End-of-Life Research and Practice (2014) Death Studies, 38 (2), pp. 91-99.",This article reports on the relationship of personality and euthanasia attitudes.,<2> <3> <3> <4> <4> <4>
151,"HernÃ¡ndez-Ramos, J.P., MartÃ­nez-Abad, F., GarcÃ­a PeÃ±alvo, F.J., Esperanza Herrera GarcÃ­a, M., RodrÃ­guez-Conde, M.J. Teachers' attitude regarding the use of ICT. A factor reliability and validity study (2014) Computers in Human Behavior, 31 (1), pp. 509-516.",Current research examines the need for design and validation of a unifactorial scale to measure attitudes of university teachers with regard to ICT.,<2> <2> <3> <3> <3> <4> <4> <5> <5> <5> <5>
152,"da Mata, N.D.S.a , de Sousa, R.S.b , Perazzo, F.F.c , Carvalho, J.C.T.d  The participation of WajÃ£pi women from the State of AmapÃ¡ (Brazil) in the traditional use of medicinal plants - A case study (2012) Journal of Ethnobiology and Ethnomedicine, 8, art. no. 48, .",A random sample of Division I SIDs was surveyed on questions clustered around gender and sexuality issues.,<3> <4> <4> <4> <4> <4>
153,"Dunham, Y.a , Newheiser, A.-K.b , Hoosain, L.c , Merrill, A.b , Olson, K.R.b  From a different vantage: Intergroup attitudes among children from low- and intermediate-status racial groups (2014) Social Cognition, 32 (1), pp. 1-21.",Social groups are often described as hierarchically ordered in terms of social status.,<1> <1> <2> <4> <4> <4> <5> <5> <5>
154,"Rahman, I., Stumpf, T., Reynolds, D. A Comparison of the Influence of Purchaser Attitudes and Product Attributes on Organic Wine Preferences (2014) Cornell Hospitality Quarterly, 55 (1), pp. 127-134.","Despite considerable theoretical support for the proposition that wine consumers' purchase decisions would be influenced by whether a wine was organic, this study found that taste overwhelmed all other considerations in respondents' selection of wine.",<1> <2> <3> <4> <4> <4> <4>
155,"Baker, M.A.a , Davis, E.A.c , Weaver, P.A.b  Eco-friendly Attitudes, Barriers to Participation, and Differences in Behavior at Green Hotels (2014) Cornell Hospitality Quarterly, 55 (1), pp. 89-99.",A deeper understanding of customers' desire for and participation in green activities can lead to organizations designing more efficient and effective green programs.,<1> <4> <4> <4> <4> <5> <5> <5>
156,"Franca, V.a , Pahor, M.b  Influence of management attitudes on the implementation of employee participation (2014) Economic and Industrial Democracy, 35 (1), pp. 115-142.",This article examines the role of management in the system of employee participation.,<2> <6> <6> <4> <4> <4> <4>
157,"Penny Wan, Y.K., Wong, I.A., Kong, W.H. Student career prospect and industry commitment: The roles of industry attitude, perceived social status, and salary expectations (2014) Tourism Management, 40, pp. 1-14.","This study examines the effects of students' perceptions of the nature and social status of work in the tourism and hospitality industries, and of their salary expectations, on their attitudes toward career prospects and employment intention.",<2> <4> <4> <2> <5> <5> <5>
158,"Rhodes, N.a , Ewoldsen, D.R.b , Shen, L.c , Monahan, J.L.c , Eno, C.d  The Accessibility of Family and Peer Norms in Young Adolescent Risk Behavior (2014) Communication Research, 41 (1), pp. 3-26.","The accessibility of attitudes and norms (i.e., how quickly they are activated from memory) has been shown to predict young adult cigarette smoking, but prior work has not examined this effect in young adolescents or with other health risk behaviors.",<1> <3> <4> <4> <4> <4> <5> <5> <5>
159,"Wu, S.-I.a , Jang, J.-Y.b  The impact of ISO certification on consumers' purchase intention (2014) Total Quality Management and Business Excellence, 25 (3-4), pp. 412-426.","This study focuses on the investigation into the mineral water products industry and the impact of consumers' awareness of an ISO-certified product on perceived quality, brand image, brand attitude, brand preference, and purchase intention.",<2> <3> <4> <4> <4> <4> <4> <4>
