id,metadata,first_sentence,moves
119,"Chur-Hansen, A.a , McArthur, M.b , Winefield, H.a , Hanieh, E.c , Hazel, S.b  Animal-assisted interventions in children's hospitals: A critical review of the literature (2014) Anthrozoos, 27 (1), pp. 5-18.",There is a perception in the scientific and general communities that hospitalized children benefit from visits by animals.,<1> <1> <1> <1> <1> <2> <3> <4> <5> <5>
120,"Tseng, M.-C.M.a  b , Gau, S.S.-F.a  b , Tseng, W.-L.c , Hwu, H.-G.a  b , Lee, M.-B.a  b  Co-Occurring Eating and Psychiatric Symptoms in Taiwanese College Students: Effects of Gender and Parental Factors (2014) Journal of Clinical Psychology, 70 (3), pp. 224-237.",Objective: To test whether gender and parental factors moderate the relationships between symptoms of eating disorder (ED) and other psychiatric symptoms.,<2> <3> <4> <4> <5>
121,"Hong, T. Examining the Role of Exposure to Incongruent Messages on the Effect of Message Framing in an Internet Health Search (2014) Communication Research, 41 (2), pp. 159-179.",This study examines the effects of exposure to messages incongruent with one's motivational orientation.,<1> <2> <3> <4> <4> <4> <6> <6>
122,"Rupp, D.E.a , Shao, R.b , Jones, K.S.c , Liao, H.d  The utility of a multifoci approach to the study of organizational justice: A meta-analytic investigation into the consideration of normative rules, moral accountability, bandwidth-fidelity, and social exchange (2014) Organizational Behavior and Human Decision Processes, 123 (2), pp. 159-185.","Multifoci justice pulls from research on social exchange theory to argue that despite the proliferation of rule sets in the literature (often referred to as the ""types"" of justice), individuals seek to hold some party accountable for the violation/upholding of such rules, and it is these parties (e.g., supervisors, the organization as a whole) that are most likely to be the recipients of attitudes and behaviors (i.e., target similarity effects).",<1> <2> <2> <4> <4> <4>
123,"Noblet, C.L.a , ThÃ¸gersen, J.b , Teisl, M.F.a  Who attempts to drive less in New England? (2014) Transportation Research Part F: Traffic Psychology and Behaviour, 23, pp. 69-80.","Transport policy often aims to change the modal split and/or reduce driving by means of both structural and psychological interventions, often referred to as 'hard' and 'soft' policy, respectively.",<1> <2> <3> <4> <4> <5> <4> <5>
124,"Bellman, S.a , Kemp, A.a  c , Haddad, H.a  d , Varan, D.a  b  The effectiveness of advergames compared to television commercials and interactive commercials featuring advergames (2014) Computers in Human Behavior, 32, pp. 276-283.","Advergames played on computers can be persuasive forms of advertising, especially when players are highly involved or experience telepresence (""being there"" in the game).",<1> <1> <1> <2> <4> <5>
125,"Seekings, J. The Social and Political Implications of Demographic Change in Post-Apartheid South Africa (2014) Annals of the American Academy of Political and Social Science, 652 (1), pp. 70-86.",The cohort of young people born between the early 1980s and early 1990s constitute a demographic bulge in the South African population.,<1> <1> <1> <4> <4> <5>
126,"MacInnis, C.C., MacLean, M.H., Hodson, G. Does ""humanization"" of the preborn explain why conservatives (vs. liberals) oppose abortionÎ± (2014) Personality and Individual Differences, 59, pp. 77-82.",Those on the political right (vs.,<1> <1> <2> <3> <3> <3> <4> <4> <5>
127,"Brown, P.C.a , Dunn, M.E.b , Budney, A.J.c  Development and Initial Evaluation of a Web-Based Program to Increase Parental Awareness and Monitoring of Underage Alcohol Use: A Brief Report (2014) Journal of Child and Adolescent Substance Abuse, 23 (2), pp. 109-115.",The development of a Web-based parent-focused intervention to improve parental awareness and monitoring of adolescent alcohol use was preliminarily evaluated.,<1> <2> <3> <4> <4> <4> <5> <5>
128,"Hickey, T.M.a , Lewis, G.b , Baker, C.b  How deep is your immersion? Policy and practice in Welsh-medium preschools with children from different language backgrounds (2014) International Journal of Bilingual Education and Bilingualism, 17 (2), pp. 215-234.",A challenge noted in a number of endangered language contexts is the need to mix second-language (L2) learners of the target language with first-language (L1) speakers of that language in a less planned way than is found in the two-way immersion approach.,<1> <1> <1> <2> <3> <3> <4> <2> <5>
129,"Mathieu, C.a , Neumann, C.S.c , Hare, R.D.b , Babiak, P.d  A dark side of leadership: Corporate psychopathy and its influence on employee well-being and job satisfaction (2014) Personality and Individual Differences, 59, pp. 83-88.","Although psychopathy often is considered the most toxic of the ""types"" that make up the Dark Triad of personality (psychopathy, narcissism, Machiavellianism), its role in organizational leadership is the least explored.",<1> <2> <3> <4> <4> <5>
130,"Ma, L.a , Feng, S.a , Reidsma, P.b , Qu, F.a , Heerink, N.c  Identifying entry points to improve fertilizer use efficiency in Taihu Basin, China (2014) Land Use Policy, 37, pp. 52-59. Cited 1 time.",Overuse of fertilizers in China causes environmental problems and high costs for farmers.,<1> <2> <3> <3> <4> <4> <4> <4> <4> <5>
131,"Hedlund, F.H.a  b  The relationship between the implementation of voluntary Five-Star occupational health and safety management system and the incidence of fatal and permanently disabling injury (2014) Safety Science, 63, pp. 94-103.","This paper examines two properties of the South African NOSA 5-Star System, a voluntary occupational health and safety (OHS) management system.",<1> <2> <2> <4> <4> <5> <6> <6> <6> <5> <5> <5> <5>
132,"Cooper, W.W.a , Kingyens, A.T.b , Paradi, J.C.b  Two-stage financial risk tolerance assessment using data envelopment analysis (2014) European Journal of Operational Research, 233 (1), pp. 273-280.","Typical questionnaires administered by financial advisors to assess financial risk tolerance mostly contain stereotypes of people, have seemingly unscientific scoring approaches and often treat risk as a one-dimensional concept.",<1> <2> <3> <3> <4> <4> <4> <4> <5>
133,"Rauniar, R.a , Rawski, G.b , Yang, J.a , Johnson, B.b  Technology acceptance model (TAM) and social media usage: An empirical study on Facebook (2014) Journal of Enterprise Information Management, 27 (1), pp. 6-30.","Given the widespread popularity of social media, such as Twitter, Facebook, Google+, and LinkedIn, theorizing and understanding the user attitude and usage behavior of social media site is fundamental in developing future understandings and deployment of these new technologies.",<1> <2> <1> <3> <3> <3> <4> <4> <1> <5> <5>
134,"Morales, S.C., VÃ©liz, C.V., Garrido, C.A., Maureira Cid, F. Perception of the students of physical education of the UISEK of Chile towards his teachers [PercepciÃ³n de los estudiantes de educaciÃ³n fÃ­sica de la UISEK de Chile hacia sus profesores] (2014) Cuadernos de Psicologia del Deporte, 14 (1), pp. 23-28.",The present article shows which is the perception that there have the students of the career of physical education of the UISEK of Chile towards the teachers of different areas of his degree.,<1> <2> <3> <4> <4> <4> <5>
135,"Patino, A.a , Kaltcheva, V.D.b , Pitta, D.c , Sriram, V.d , Winsor, R.D.b  How important are different socially responsible marketing practices? An exploratory study of gender, race, and income differences (2014) Journal of Consumer Marketing, 31 (1), pp. 2-12.","The purpose of this paper is to examine the importance consumers place on various types of socially responsible marketing practices, and whether the level of importance varies by gender, race, and consumers' income.",<2> <3> <3> <3> <4> <6> <6> <5> <5> <1> <2>
136,"Saudabayeva, G.a , Alnazarova, G.b , Aitbayeva, M.b  Activation and formation of motivation exercise (2014) World Applied Sciences Journal, 29 (9), pp. 1187-1190.","Efficiency of the educational process, as a bilateral process, crucially depends on the activity level of educational-cognitive activity of students.",<1> <1> <1> <1> <3> <3> <6>
137,"Thirunavukkarasu, S. Web based learning emerging trend-enhancements with pedagogical attributes (2014) World Applied Sciences Journal, 29 (9), pp. 1152-1155.","The world itself is moving its path in the innovations, Learning has been made ease with of E-Learning.",<1> <1> <1> <1> <1> <1> <2> <3> <6> <6> <6>
138,"Hopkins, C.a , Wood, C.b , Siemens, J.a , Raymond, M.A.a  A multi-method investigation of consumer response to marketing activities during life transitions (2014) Journal of Consumer Marketing, 31 (1), pp. 39-53.",This research aims to investigate how individuals' perceptions and reallocation of resources due to a life transition uniquely affect their responses to marketing activities.,<2> <3> <3> <3> <4> <5> <5> <1> <5>
139,"Blas, N.D.a , Ferrari, L.b  Digital storytelling at school: What kind of educational benefits? (2014) International Journal of Arts and Technology, 7 (1), pp. 38-54.","In this paper, we investigate the potential of digital storytelling in the context of formal education for fostering substantial educational benefits.",<1> <3> <4> <5>
140,"Scharlach, A.E.a , Davitt, J.K.b , Lehning, A.J.b , Greenfield, E.A.c , Graham, C.L.d  Does the Village Model Help to Foster Age-Friendly Communities? (2014) Journal of Aging and Social Policy, 26 (1-2), pp. 181-196.","This article explores the potential role of the Village model, a social initiative that emphasizes member involvement and service access, in helping communities to become more age-friendly.",<1> <2> <3> <4> <4>
141,"Abdalla, F.a , St. Louis, K.O.b  Modifying attitudes of Arab school teachers toward stuttering (2014) Language, Speech, and Hearing Services in Schools, 45 (1), pp. 14-25.",The authors of this quasi-experimental design study explored the effect of an educational documentary video that presented factual and emotional aspects of stuttering on changing attitudes toward stuttering of preservice trainees and in-service public school teachers in Kuwait.,<1> <2> <3> <3> <3> <4> <4> <4> <6> <5>
142,"Ãekin, A. The fifth and sixth grades secondary school student's opinions about the participation to the religion culture and ethics course [Ortaokul beÅinci ve altinci sinif Ã¶Ç§rencilerinin din kÃ¼ltÃ¼rÃ¼ ve ahlak bilgisi dersine katilima iliÅkin gÃ¶rÃ¼Åleri] (2014) Milli Egitim, 1 (201), pp. 203-214.","During the educational period, students participate in various instructional activities in order to gain appropriate knowledge and skills.",<1> <1> <2> <3> <3> <3> <4>
143,"Brain, R.G.a , Hostetler, M.E.b , Irani, T.A.c  Why do cattle ranchers participate in conservation easement agreements? Key motivators in decision making (2014) Agroecology and Sustainable Food Systems, 38 (3), pp. 299-316.","When communicating with farmers and ranchers, land conservation professionals would be better equipped if they understood key influences on their target audience's decisions to permanently preserve their land from development.",<1> <2> <3> <3> <3> <4> <4> <4> <5>
144,"Kerbler, B. Attitudes of the elderly towards a remote home care [staliÅ¡Äa starejÅ¡ih do oskrbe na domu na daljavo] (2014) Dela, 39, pp. 87-106.",The findings of various authors suggest that elderly people have mostly negative attitudes towards a remote home care.,<1> <2> <4> <4> <5>
145,"Vandeweghe, S.a  b , Koole, S.a , Younes, F.a , De Coster, P.c , De Bruyn, H.a  b  Dental implants placed by undergraduate students: Clinical outcomes and patients'/students' perceptions (2014) European Journal of Dental Education, 18 (S1), pp. 60-69. Cited 1 time.",Implant dentistry in undergraduate education is predominantly theoretical or prosthetics oriented.,<1> <1> <2> <3> <3> <3> <3> <3> <4> <4> <4> <5> <5>
146,"Ucer, T.C.a , Botticelli, D.b , Stavropoulos, A.c , Cowpe, J.G.d  Continuing professional development in implant dentistry in Europe (2014) European Journal of Dental Education, 18 (S1), pp. 33-42. Cited 1 time.",Training for dental practitioners in implant dentistry ranges from 1- or 2-day short Continuing Professional Development (CPD) courses to certificate/diploma programmes run by universities.,<1> <1> <2> <3> <3> <4> <5> <5>
147,"SaÃ¼ch, G., CastaÃ±er, M. Observing motor behaviour patterns in exercise programmes for the elderly and an analysis of user views [ObservaciÃ³n de patrones motrices generados por los programas de actividad fÃ­sica para la tercera edad y la percepciÃ³n de sus usuarios] (2014) Revista de Psicologia del Deporte, 23 (1), pp. 181-190.",Exercise programmes for the elderly have become one of the main ways through which physical and psychological health can be maintained during the aging process.,<1> <2> <3> <3> <3> <4>
148,"Yuvaraj, M. Examining librarians' behavioural intention to use cloud computing applications in Indian central universities (2014) Annals of Library and Information Studies, 60 (4), pp. 260-268.",The paper analyses the Technology Acceptance Model (TAM) in order to examine the librarians' behavioural intentions to use cloud computing applications.,<1> <2> <3> <4> <4> <5>
149,"Goh, S.-K.a , Sandhu, M.-S.b  The influence of trust on knowledge donating and collecting: An examination of Malaysian Universities (2014) International Education Studies, 7 (2), pp. 125-136.",The purpose of this research is to examine the influence of affect-based trust and cognition-based trust on knowledge sharing behaviour by adopting the theory of planned behaviour in selected universities in Malaysia.,<2> <3> <3> <4> <4> <5>
150,"Asiyai, R.I. Assessment of information and communication technology integration in teaching and learning in institutions of higher learning (2014) International Education Studies, 7 (2), pp. 25-36.","Employing survey research design of the ex-post facto type, this study examined information and community technologies integration in teaching and learning in institutions of higher learning in Delta State, Nigeria.",<1> <2> <3> <3> <4> <4> <4> <5> <5>
151,"De Gee, J.W.a , Knapen, T.a  b , Donner, T.H.a  c  d  Decision-related pupil dilation reflects upcoming choice and individual bias (2014) Proceedings of the National Academy of Sciences of the United States of America, 111 (5), pp. E618-E625.",A number of studies have shown that pupil size increases transiently during effortful decisions.,<1> <1> <2> <3> <3> <3> <4> <4> <4> <4> <5> <5>
152,"Ãzkirimli, U. Gezi and the Kurds in Turkey: Some reflections on the future of the peace process (2014) Orient, 55 (1), pp. 37-41.","Much ink has been spilled in explaining the Gezi protests in the media, both domestic and international, most of it based on hasty analogies and banal platitudes, speaking of a ""Turkish Spring"" or portraying the events as the latest manifestation of the global occupy movement.",<1> <1> <2>
153,"Delisle, P. The catholic clergy in the service of the plantation economy? The case of Guyana after the abolition of slavery (1848-1854) [Un clergÃ© catholique au service de l'Ã©conomie de plantation ? Le cas de la Guyane aprÃ¨s l'abolition de l'esclavage (1848-1854)] (2014) Outre-Mers, 380-381, pp. 91-104.","In French Guyane, after the abolition of slavery, settlers and administration hoped that the catholic clergy could help them to maintain freed slaves in the plantations.",<1> <1> <1> <4> <4>
154,"Boufoy-Bastick, B. Culturometrics: A constructionist philosophy for humanistic inquiry in qualitative identity research (2014) Qualitative Report, 19 (5), art. no. 9, .",Culturometrics is a new person-centred research philosophy that has shaped new tools for measuring and revealing the subjectivities of cultural identities.,<1> <1> <1> <2> <3> <3>
155,"Brumini, G.a , Å palj, S.b , Mavrinac, M.a , BioÄina-Lukenda, D.c , StrujiÄ, M.d , Brumini, M.e  Attitudes towards e-learning amongst dental students at the universities in Croatia (2014) European Journal of Dental Education, 18 (1), pp. 15-23.","Aim: To develop and test the psychometric characteristics of a questionnaire that measures attitudes towards e-learning, as well as to study attitudes about e-learning and to identify variables related to those attitudes amongst dental students.",<2> <1> <3> <3> <3> <4> <4> <4> <4> <4> <5> <5>
156,"Hutchinson, L.M.a , Hastings, R.P.a , Hunt, P.H.b , Bowler, C.L.b , Banks, M.E.b , Totsika, V.a  Who's Challenging Who? Changing attitudes towards those whose behaviour challenges (2014) Journal of Intellectual Disability Research, 58 (2), pp. 99-109.","Although staff attitudes towards individuals with intellectual disability (ID) whose behaviour challenges may be an important part of a positive support culture, very little research has focused on the development of training specifically designed to change staff attitudes.",<1> <1> <2> <3> <3> <3> <4> <4> <4> <5> <5> <5>
157,"Angermeyer, M.C.a , Matschinger, H.b , Link, B.G.c , Schomerus, G.d  Public attitudes regarding individual and structural discrimination: Two sides of the same coin? (2014) Social Science and Medicine, 103, pp. 60-66.",Public attitudes and beliefs are relevant to both individual and structural discrimination.,<1> <1> <1> <1> <2> <2> <4> <5> <4> <1> <3> <4> <4> <4> <5> <5> <5>
158,"Liu, J.H.a , Sibley, C.G.b , Huang, L.-L.c  History Matters: Effects of Culture-specific Symbols on Political Attitudes and Intergroup Relations (2014) Political Psychology, 35 (1), pp. 57-79.","A theory of the historical anchoring and mobilization of political attitudes is proposed, arguing that culture-specific symbols, configured by historical charters, are an important resource in defining nationhood and legitimizing public opinion in a way that makes some political attitudes difficult to change.",<1> <2> <3> <4> <5>
159,"Kamble, S.V.a , Watson, P.J.b , Marigoudar, S.a , Chen, Z.c  Attitude towards Hinduism, religious orientations, and psychological adjustment in India (2014) Mental Health, Religion and Culture, 17 (2), pp. 161-172.","In a sample of Indian university students, the Attitude towards Hinduism Scale correlated positively with the Intrinsic and Extrinsic Personal Religious Orientations, exhibited an inverse relationship with depression, and predicted greater self-esteem and religious collective self-esteem.",<3> <4> <4> <4> <5> <5>
160,"Goldner, L., Levi, M. Children's family drawings, body perceptions, and eating attitudes: The moderating role of gender (2014) Arts in Psychotherapy, 41 (1), pp. 79-88.","The aim of this study was to examine the associations between specific indicators in children's family drawings, their body perceptions, and eating attitudes among 192 Israeli children (M= 9.14).",<2> <4> <4> <4> <4> <4> <4> <4> <5>
161,"Hashimzade, N.a , Myles, G.D.b  c , Page, F.d , Rablen, M.D.e  Social networks and occupational choice: The endogenous formation of attitudes and beliefs about tax compliance (2014) Journal of Economic Psychology, 40, pp. 134-146. Cited 1 time.",The paper analyses the emergence of group-specific attitudes and beliefs about tax compliance when individuals interact in a social network.,<1> <2> <3> <3> <3> <4> <3> <5>
162,"Brantley-Hill, S.M., Brinthaupt, T.M. Perceptions of Affectionate Communication Among People with Unfavorable and Favorable Attitudes Toward Homosexuality (2014) Journal of Homosexuality, 61 (2), pp. 270-287.",People are sometimes hesitant to communicate affection if it might be misinterpreted by the intended receiver or an audience.,<1> <2> <3> <3> <4> <5>
163,"Meshberg-Cohen, S.a  b , Reid-QuiÃ±ones, K.c , Black, A.C.a  b , Rosen, M.I.a  b  Veterans' attitudes toward work and disability compensation: Associations with substance abuse (2014) Addictive Behaviors, 39 (2), pp. 445-448.","Veterans deemed disabled for conditions resulting from, or aggravated by, their service in the military are eligible for service-connected disability payments.",<1> <1> <1> <2> <3> <4> <4> <5> <5>
164,"Park, J.a , Jeong Kim, H.a , McCleary, K.W.b  The Impact of Top Management's Environmental Attitudes on Hotel Companies' Environmental Management (2014) Journal of Hospitality and Tourism Research, 38 (1), pp. 95-115.",This study integrates the environmental attitude-behavior theory and the upper echelons theory to examine hotel companies' environmental behavior.,<1> <2> <3> <3> <3> <4> <4> <5>
165,"Worthen, M.G.F. The Interactive Impacts of High School Gay-Straight Alliances (GSAs) on College Student Attitudes Toward LGBT Individuals: An Investigation of High School Characteristics (2014) Journal of Homosexuality, 61 (2), pp. 217-250.","Although gay-straight alliances (GSAs) are becoming more popular in high schools across the U.S., empirical studies investigating GSAs and their impact are sparse.",<1> <2> <2> <4> <5>
166,"Berry, T.R.a , Shields, C.b  Source attribution and credibility of health and appearance exercise advertisements: Relationship with implicit and explicit attitudes and intentions (2014) Journal of Health Psychology, 19 (2), pp. 242-252.",The relationship of attributed source (commercial or nonprofit) and credibility of exercise advertisements to explicit and implicit exercise-related attitudes and intentions was examined.,<1> <2> <3> <4> <4> <5>
167,"Lin, C.-P.a , Chen, W.b , Yang, S.-J.c , Xie, W.b , Lin, C.-C.d  Exploring students' learning effectiveness and attitude in Group Scribbles-supported collaborative reading activities: A study in the primary classroom (2014) Journal of Computer Assisted Learning, 30 (1), pp. 68-81.",Improving students' reading comprehension is of significance.,<1> <2> <3> <3> <4> <4> <4> <5>
168,"Sulemana, I., James Jr., H.S. Farmer identity, ethical attitudes and environmental practices (2014) Ecological Economics, 98, pp. 49-61.",There is increasing concern for environmental degradation caused by agricultural activity.,<1> <1> <2> <2> <2> <3> <4>
169,"Martin, W.C., Bateman, C.R. Consumer religious commitment's influence on ecocentric attitudes and behavior (2014) Journal of Business Research, 67 (2), pp. 5-11. Cited 1 time.","A host of environmental issues are now of concern to many consumers, though efforts by marketing practitioners, researchers, and public policy officials to affect behavioral change among consumers have been marginal.",<1> <1> <2> <4> <4> <5> <4> <5> <5>
170,"Aghababaei, N.a , Wasserman, J.A.b , Hatami, J.c  Personality Factors and Attitudes Toward Euthanasia in Iran: Implications for End-of-Life Research and Practice (2014) Death Studies, 38 (2), pp. 91-99.",This article reports on the relationship of personality and euthanasia attitudes.,<1> <4> <4> <5>
171,"HernÃ¡ndez-Ramos, J.P., MartÃ­nez-Abad, F., GarcÃ­a PeÃ±alvo, F.J., Esperanza Herrera GarcÃ­a, M., RodrÃ­guez-Conde, M.J. Teachers' attitude regarding the use of ICT. A factor reliability and validity study (2014) Computers in Human Behavior, 31 (1), pp. 509-516.",Current research examines the need for design and validation of a unifactorial scale to measure attitudes of university teachers with regard to ICT.,<1> <2> <3> <3> <3> <3> <3> <5>
172,"Hardin, M.a , Whiteside, E.b , Ash, E.a  Ambivalence on the front lines? Attitudes toward Title IX and women's sports among Division I sports information directors (2014) International Review for the Sociology of Sport, 49 (1), pp. 42-64.","In light of continuing research that assesses how dominant ideology is communicated via mediated sport, this study examines the attitudes of sports information directors (SIDs), arguably initial ""gatekeepers"" in the media production process and, thus, critical players in shaping sports media messages.",<1> <2> <4> <4> <5>
173,"Dunham, Y.a , Newheiser, A.-K.b , Hoosain, L.c , Merrill, A.b , Olson, K.R.b  From a different vantage: Intergroup attitudes among children from low- and intermediate-status racial groups (2014) Social Cognition, 32 (1), pp. 1-21.",Social groups are often described as hierarchically ordered in terms of social status.,<1> <1> <2> <4> <4> <4> <5>
174,"Rahman, I., Stumpf, T., Reynolds, D. A Comparison of the Influence of Purchaser Attitudes and Product Attributes on Organic Wine Preferences (2014) Cornell Hospitality Quarterly, 55 (1), pp. 127-134.","Despite considerable theoretical support for the proposition that wine consumers' purchase decisions would be influenced by whether a wine was organic, this study found that taste overwhelmed all other considerations in respondents' selection of wine.",<1> <2> <3> <4> <4>
175,"Baker, M.A.a , Davis, E.A.c , Weaver, P.A.b  Eco-friendly Attitudes, Barriers to Participation, and Differences in Behavior at Green Hotels (2014) Cornell Hospitality Quarterly, 55 (1), pp. 89-99.",A deeper understanding of customers' desire for and participation in green activities can lead to organizations designing more efficient and effective green programs.,<1> <2> <3> <4> <4> <5>
176,"Franca, V.a , Pahor, M.b  Influence of management attitudes on the implementation of employee participation (2014) Economic and Industrial Democracy, 35 (1), pp. 115-142.",This article examines the role of management in the system of employee participation.,<1> <1> <2> <4> <5>
177,"Chambel, M.J. Does the fulfillment of supervisor psychological contract make a difference?: Attitudes of in-house and temporary agency workers (2014) Leadership and Organization Development Journal, 35 (1), pp. 20-37.",The purpose of this paper is to set out to analyze the supervisor psychological contract as a new psychological contract focus.,<2> <1> <3> <4> <4> <6> <5> <6> <1>
178,"Penny Wan, Y.K., Wong, I.A., Kong, W.H. Student career prospect and industry commitment: The roles of industry attitude, perceived social status, and salary expectations (2014) Tourism Management, 40, pp. 1-14.","This study examines the effects of students' perceptions of the nature and social status of work in the tourism and hospitality industries, and of their salary expectations, on their attitudes toward career prospects and employment intention.",<2> <4> <4> <5> <4>
179,"Rhodes, N.a , Ewoldsen, D.R.b , Shen, L.c , Monahan, J.L.c , Eno, C.d  The Accessibility of Family and Peer Norms in Young Adolescent Risk Behavior (2014) Communication Research, 41 (1), pp. 3-26.","The accessibility of attitudes and norms (i.e., how quickly they are activated from memory) has been shown to predict young adult cigarette smoking, but prior work has not examined this effect in young adolescents or with other health risk behaviors.",<1> <2> <3> <4> <4> <4> <5>
180,"Wu, S.-I.a , Jang, J.-Y.b  The impact of ISO certification on consumers' purchase intention (2014) Total Quality Management and Business Excellence, 25 (3-4), pp. 412-426.","This study focuses on the investigation into the mineral water products industry and the impact of consumers' awareness of an ISO-certified product on perceived quality, brand image, brand attitude, brand preference, and purchase intention.",<1> <2> <3> <4> <4> <5> <5>
181,"Ogan, C.a , Willnat, L.a , Pennington, R.a , Bashir, M.b  The rise of anti-Muslim prejudice: Media and Islamophobia in Europe and the United States (2014) International Communication Gazette, 76 (1), pp. 27-46.",The goal of this study is to determine the possible factors leading to increased anti-Muslim sentiment or Islamophobia in a comparative examination of public opinion in the United States and Europe.,<2> <3> <4> <4>
182,"McClure, E.A.a , Acquavita, S.P.b , Dunn, K.E.c , Stoller, K.B.c , Stitzer, M.L.c  Characterizing smoking, cessation services, and quit interest across outpatient substance abuse treatment modalities (2014) Journal of Substance Abuse Treatment, 46 (2), pp. 194-201.","The majority of individuals seeking treatment for substance use disorders are cigarette smokers, yet smoking cessation is rarely addressed during treatment.",<1> <2> <3> <4> <4> <5>
183,"Brady, D., Finnigan, R. Does Immigration Undermine Public Support for Social Policy? (2014) American Sociological Review, 79 (1), pp. 17-42.","There has been great interest in the relationship between immigration and the welfare state in recent years, and particularly since Alesina and Glaeser's (2004) influential work.",<1> <1> <1> <2> <3> <4> <4> <4> <5> <5>
184,"Claeys, A.-S.a , Cauberghe, V.b  What makes crisis response strategies work? The impact of crisis involvement and message framing (2014) Journal of Business Research, 67 (2), pp. 182-189.",This study investigates the moderating impact of crisis involvement and message framing on the effect of crisis response strategies on post-crisis attitude toward an organization.,<1> <2> <2> <2> <2> <4> <4> <5>
185,"Schlett, C., Ziegler, R. Job emotions and job cognitions as determinants of job satisfaction: The moderating role of individual differences in need for affect (2014) Journal of Vocational Behavior, 84 (1), pp. 74-89.",Research has shown that job satisfaction is determined by both cognitions about the job and affect at work.,<1> <1> <2> <3> <3> <3> <3> <3> <3> <3> <4> <5>
186,"Park, J.a , Kim, H.J.b  Environmental proactivity of hotel operations: Antecedents and the moderating effect of ownership type (2014) International Journal of Hospitality Management, 37, pp. 1-10.","This study examines the relative importance of three influential factors (stakeholder pressure, economic opportunities, and top managers' personal environmental concern) in shaping managerial attitudes toward adoption of green programs in the hotel industry.",<1> <3> <3> <4> <4> <5>
187,"Shteynberg, G.a , Hirsh, J.B.b , Galinsky, A.D.c , Knight, A.P.d  Shared attention increases mood infusion (2014) Journal of Experimental Psychology: General, 143 (1), pp. 123-130.",The current research explores how awareness of shared attention influences attitude formation.,<1> <2> <3> <4> <3> <5>
188,"Stantchev, V.a , Colomo-Palacios, R.b , Soto-Acosta, P.c , Misra, S.d  Learning management systems and cloud file hosting services: A study on students' acceptance (2014) Computers in Human Behavior, 31 (1), pp. 612-619.",The aim of this paper is to investigate the motivations that lead higher education students to replace several Learning Management Systems (LMS) services with cloud file hosting services for information sharing and collaboration among them.,<2> <3> <3> <3> <4> <4>
189,"Park, H., Ostrosky, M.M. What Typically Developing Children's Parents Say When They Read Books About Disabilities (2014) Topics in Early Childhood Special Education, 33 (4), pp. 225-236.","The purpose of this study was to examine (a) how parents and their kindergarten-age children talk about disabilities when they read books that include characters with disabilities and (b) the relationship between the frequency of mother/child comments about disabilities and children's attitudes toward peers with disabilities, as measured by the Acceptance Scale for Kindergarten-Revised (ASK-R).",<2> <3> <3> <4> <4> <6> <6>
190,"Cappa, C.a , Dam, H.b  Prevalence of and Risk Factors for Violent Disciplinary Practices at Home in Viet Nam (2014) Journal of Interpersonal Violence, 29 (3), pp. 497-516.","Data on parenting practices and the use of violence in child rearing remain scarce worldwide, hindering prevention efforts.",<1> <2> <3> <3> <3> <3> <4> <4> <4> <5>
191,"Wan, C., Shen, G.Q., Yu, A. The role of perceived effectiveness of policy measures in predicting recycling behaviour in Hong Kong (2014) Resources, Conservation and Recycling, 83, pp. 141-151.",Hong Kong is a compact and 'land-hungry' city where recycling has become an important measure for treating waste and reducing the demand on the limited landfills.,<1> <2> <1> <1> <3> <4> <4> <5>
192,"Bader, B., Berg, N. The influence of terrorism on expatriate performance: a conceptual approach (2014) International Journal of Human Resource Management, 25 (4), pp. 539-557.",This article presents a conceptual model of the influence of terrorism on expatriates' work attitudes and performance.,<1> <1> <3> <2> <5>
193,"Coppola, M. Eliciting risk-preferences in socio-economic surveys: How do different measures perform? (2014) Journal of Socio-Economics, 48, pp. 1-10.",This paper contributes to the debate on the adequate elicitation of individual risk attitudes in general socio-economic surveys.,<1> <2> <3> <4> <4> <5> <5>
194,"Ahmmed, M., Sharma, U., Deppeler, J. Variables affecting teachers' intentions to include students with disabilities in regular primary schools in Bangladesh (2014) Disability and Society, 29 (2), pp. 317-331.","This paper presents an overview of a study conducted to examine the influence of teacher attitudes, teacher efficacy and perceived school support on teachers' intentions to include students with disabilities in government primary schools in a region of Bangladesh.",<1> <1> <2> <3> <4> <5> <5>
195,"Schupmann, B.A. Thoughtlessness and resentment: Determinism and moral responsibility in the case of Adolf Eichmann (2014) Philosophy and Social Criticism, 40 (2), pp. 127-144.",Is a devoted Nazi or a zombie bureaucrat a greater moral and political problem?,<1> <1> <1> <1> <2> <2> <5> <6>
196,"Verneau, F., Caracciolo, F., Coppola, A., Lombardi, P. Consumer fears and familiarity of processed food. The value of information provided by the FTNS (2014) Appetite, 73, pp. 140-146.",Food choice and consumption behaviour are influenced by many interacting factors.,<1> <2> <3> <3> <6> <1> <4>
197,"Exley, S. Are Quasi-markets in Education what the British Public Wants? (2014) Social Policy and Administration, 48 (1), pp. 24-43.","In the context of inconclusive evidence on the extrinsic successes of quasi-markets, policy defences of school choice and competition in education have often discussed the intrinsic, empowering value of choice for consumers, arguing that school choice for parents is 'what people want'.",<1> <1> <1> <1> <2> <4> <4>
